#{"t_start": 1655408526.9748297, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-88.090555,229,1873.566386
-50.295818,2000,1876.899416
-67.924493,924,1879.018433
-50.950958,2000,1882.26755
-87.600352,204,1882.481536
-51.850282,2000,1885.642999
-91.627835,340,1886.012866
-86.764789,208,1886.23855
-91.200747,363,1886.61909
-88.704335,229,1886.859454
-88.076927,233,1888.216347
-87.52658,183,1888.419012
-88.34669,252,1888.688752
-27.811389,2000,1891.894297
-86.722913,199,1892.102744
-25.061222,2000,1895.367832
-87.037242,220,1895.610712
-89.080272,269,1895.909551
-66.218863,844,1896.841128
-49.688326,2000,1900.070207
-26.610554,2000,1903.231819
-52.34213,1798,1906.290567
-58.899583,1720,1909.328387
-47.379687,2000,1912.533321
-114.82289,110,1912.658894
-123.282249,160,1912.826308
-49.735697,2000,1916.092385
-106.07061,49,1916.145137
-118.303545,97,1916.248491
-107.177861,51,1916.304762
-111.452377,70,1916.379528
-85.745415,1384,1918.9118
-53.576687,2000,1922.283031
-21.077838,2000,1925.465996
-47.740728,2000,1928.753058
-116.337059,125,1928.894532
-45.617919,2000,1932.115664
-87.370959,211,1932.338886
-43.387403,2000,1935.547524
-87.247881,198,1935.75992
-58.725622,699,1936.491654
-86.303171,200,1937.778348
-14.095166,2000,1940.915669
0.945987,2000,1944.138754
-46.231846,2000,1947.456743
-88.020548,221,1947.711487
-119.664027,103,1947.832466
-92.417674,435,1948.302558
-66.429823,927,1949.290551
-1.665918,2000,1952.623507
-60.238072,882,1954.652974
-85.962284,190,1954.852717
-4.057596,2000,1958.129192
-49.036697,2000,1961.337282
-49.180465,2000,1964.513951
-49.45324,2000,1967.717912
-46.251402,2000,1971.003812
-42.112304,2000,1974.381149
-100.728389,1775,1977.364872
-110.443889,78,1977.451439
29.457518,2000,1980.623251
-89.981686,341,1980.979928
-67.713856,854,1981.881699
-93.298656,186,1982.085494
-86.554302,196,1982.300314
-84.300486,189,1982.515208
57.891522,2000,1985.73597
-90.527003,342,1987.274896
-87.236235,229,1987.518246
-74.245386,642,1988.191556
-86.925839,193,1988.400688
-87.011186,214,1988.631951
-86.682499,200,1988.84275
-86.731401,198,1989.060095
-65.393627,1114,1991.292906
-45.063277,2000,1994.529663
-37.182323,1500,1997.262844
-3.845004,2000,2000.673218
23.616568,2000,2003.93067
-85.131311,172,2004.124333
-94.464586,426,2004.568619
-42.204832,2000,2007.879711
-65.656726,723,2008.642067
-42.100797,2000,2011.878441
0.16279,2000,2015.181816
-43.894882,2000,2018.315187
-106.182715,74,2018.394538
-38.989676,2000,2021.729217
-41.592194,2000,2025.038462
-87.143381,215,2025.287124
13.941698,2000,2028.424744
-30.431577,2000,2031.672869
-116.819379,85,2031.764397
-88.573377,271,2032.075668
-109.757172,57,2032.1416
-113.075107,85,2032.254229
1.417899,2000,2035.626393
-90.13111,1760,2038.811695
-42.894762,2000,2042.134829
-41.619928,2000,2045.451426
-86.377918,194,2045.65516
-43.354116,2000,2048.788323
-43.002404,2000,2051.972813
-87.899464,250,2052.25337
-91.723646,391,2053.742235
-39.392578,1222,2055.008895
-42.37712,2000,2058.325787
-114.832657,105,2058.472219
-41.752797,2000,2061.774513
-5.117584,2000,2065.110948
47.559846,2000,2068.431662
-56.38606,757,2070.413057
-45.388057,2000,2073.68026
-39.161425,2000,2075.907396
-14.89027,2000,2079.034125
-90.384098,1892,2082.358267
-100.940433,135,2082.50989
-92.935803,430,2084.137436
-86.841311,206,2084.365748
-120.067317,118,2084.485699
-44.680134,2000,2087.673655
-92.113249,396,2088.125847
-44.863914,2000,2091.363081
-42.27262,2000,2094.804054
-15.729148,2000,2098.006582
-87.345672,201,2098.217516
-41.082446,2000,2101.367751
-89.087177,261,2101.637272
-14.42188,2000,2104.948166
0.568952,2000,2108.260653
-68.141135,732,2109.062864
-44.898935,2000,2112.414246
-39.105763,2000,2115.769631
-43.266905,2000,2118.963286
-11.243024,2000,2122.110453
-51.204568,1833,2125.134975
-43.25065,2000,2128.27745
-38.220444,2000,2131.468486
-92.417521,776,2133.355428
-15.918397,2000,2136.503084
-40.339535,2000,2139.760777
-87.608176,222,2140.002078
-40.05263,2000,2143.414145
-86.028187,220,2143.676635
-87.125404,223,2143.933178
-87.526903,229,2144.188102
-41.298688,2000,2147.390938
-37.049365,2000,2150.688643
-86.24127,185,2150.889266
-16.271825,2000,2154.239429
-92.447646,426,2154.707477
-42.139471,2000,2157.977367
-89.600948,300,2158.304756
-90.272057,337,2158.673094
-42.0339,2000,2161.951877
-87.599779,238,2163.261803
-11.151961,2000,2166.361416
-21.356563,2000,2168.409076
-107.410663,654,2170.191647
-115.081221,98,2170.296628
-124.194547,156,2170.457881
-103.394084,97,2170.559779
-104.357713,82,2170.646746
-103.908386,99,2170.750626
-115.580194,102,2170.857708
-118.502356,106,2170.975354
-67.769782,1367,2173.479169
-5.965786,2000,2176.805236
-86.178262,181,2177.002081
-39.165158,2000,2180.382406
-95.004279,525,2180.970528
-118.203915,146,2181.130804
-92.296526,359,2181.526102
-119.850065,108,2181.644472
-38.257107,2000,2184.910143
-36.522832,2000,2188.0138
-95.148555,441,2189.618987
-122.158481,131,2189.767418
-120.20805,91,2189.870146
-117.29914,90,2189.970893
-123.488012,161,2190.147189
-120.295259,107,2190.264474
13.777398,2000,2193.374392
-36.947463,2000,2196.620342
-91.055455,373,2197.031638
-2.203726,2000,2200.385477
4.729991,2000,2203.642208
-121.705207,118,2203.772545
-45.604633,2000,2207.099347
-23.894494,2000,2210.406981
-40.353275,2000,2213.648592
-31.544579,2000,2216.817978
36.996062,2000,2220.028859
-94.912088,429,2220.501678
-86.371198,167,2220.69274
12.748139,2000,2223.979556
-3.001105,2000,2227.21055
-14.745103,2000,2230.389911
-40.560088,2000,2233.618719
-40.575283,2000,2236.825083
-39.046621,2000,2240.018098
-93.831779,554,2240.607393
-36.307611,2000,2243.87157
-42.652086,2000,2247.20889
22.28456,2000,2250.402932
-40.528343,2000,2253.565813
-127.328287,206,2253.776422
-91.584277,403,2255.342373
-104.398393,89,2255.432327
-96.307142,1932,2258.517544
10.648464,2000,2261.897556
-44.447673,2000,2264.148623
-90.095194,301,2265.527573
-88.655051,241,2265.77713
-106.672771,213,2265.998597
-108.205127,62,2266.066093
-87.043084,224,2266.299709
-8.23748,2000,2269.479741
-105.347857,72,2269.558151
-90.511159,224,2269.790716
-41.986577,2000,2272.976892
7.553737,2000,2276.444793
-38.85792,2000,2279.745215
-86.688702,191,2279.941334
-89.200973,297,2280.268058
-9.274031,2000,2283.468236
-87.359776,207,2283.68984
-87.995809,198,2283.904374
-86.200941,157,2285.157629
-42.524799,2000,2288.282946
-86.016174,169,2288.465329
-60.448028,878,2289.380231
-89.270148,234,2289.649202
-14.155601,2000,2293.033089
-45.81037,2000,2296.531144
-119.382551,84,2296.627436
-86.724181,186,2296.826216
-63.099534,847,2298.82515
-45.693145,2000,2302.06778
-40.746073,2000,2305.434614
-87.559617,217,2305.682412
-38.428762,2000,2308.955481
-37.748936,2000,2312.28773
-86.724722,204,2312.51714
-10.151275,2000,2315.808115
-70.601334,701,2316.58402
-38.287342,2000,2319.796829
-87.596803,197,2320.015649
-86.829345,242,2320.287015
-86.748208,186,2320.500731
-85.422789,146,2320.668052
13.02095,2000,2323.985398
29.52718,2000,2327.170561
35.423988,2000,2330.534783
-86.757371,194,2330.759349
-86.609563,192,2332.055148
30.974793,2000,2335.295827
-119.453285,90,2335.39799
9.296854,2000,2338.708305
2.443268,2000,2342.035805
-71.658026,480,2342.532624
-64.75827,804,2343.362761
27.524405,2000,2346.488607
-38.789866,2000,2349.803402
-86.882349,160,2349.973593
-86.628058,181,2350.166046
-25.781199,1832,2353.198888
-38.312911,2000,2356.57237
-40.062696,2000,2360.04433
-123.834962,130,2360.193444
-86.748647,197,2360.41893
-0.984626,2000,2363.708754
-85.748855,153,2363.87147
-38.553799,2000,2367.16251
-33.172763,2000,2370.467225
-27.192225,2000,2373.626193
-33.199187,2000,2376.793109
-30.692099,2000,2380.173989
-88.380026,205,2380.401633
-62.02064,804,2382.411143
-30.603682,2000,2385.646361
-31.910075,2000,2388.876072
-32.951226,2000,2392.159889
-30.195788,2000,2395.404046
-41.97093,2000,2398.603552
-85.458554,213,2398.846014
-14.163196,2000,2402.195663
-87.409087,202,2402.423888
12.450194,2000,2405.638268
-88.403521,207,2405.85678
-21.03971,2000,2408.998824
24.880587,2000,2412.150766
-39.273201,2000,2415.457738
-87.052373,174,2415.638071
30.449234,2000,2418.879426
-13.483135,2000,2422.060385
-58.741356,647,2422.711532
1.218228,2000,2426.014411
-86.999149,223,2426.271282
-13.339075,2000,2429.582096
23.034702,2000,2432.87262
-90.784889,279,2433.174598
-86.973146,193,2433.378514
-34.545018,2000,2436.589576
-21.404297,2000,2439.742183
43.260836,2000,2442.878943
-20.267276,2000,2445.998129
-34.055795,2000,2449.174842
-85.681637,153,2449.335193
-39.548647,2000,2452.517334
-21.34983,2000,2455.715749
-86.672666,188,2455.916689
-87.321292,238,2457.235902
-87.236475,207,2457.467069
-82.029234,402,2457.893972
-89.681343,327,2458.23368
-23.329897,2000,2461.456461
28.560257,2000,2464.608703
-118.559812,84,2464.701316
-1.715909,2000,2467.96378
-87.291605,211,2468.181608
-33.599755,2000,2471.485516
1.569779,2000,2474.733298
-92.662557,1810,2477.73372
-35.893312,2000,2481.086315
-87.319689,195,2481.303703
-21.038018,2000,2484.440829
-19.566175,2000,2487.54051
-45.044257,2000,2490.706642
-92.846674,137,2490.849772
-63.105926,1149,2492.06126
-89.091622,250,2493.386073
10.855469,2000,2496.599416
-44.359566,2000,2499.952381
-18.037043,2000,2503.114703
-106.277458,1117,2504.361803
-86.439943,171,2504.554039
-11.632373,2000,2507.706488
-37.25253,2000,2510.847678
-34.56413,2000,2514.110112
-19.107742,2000,2517.271789
-42.102485,2000,2520.379333
-32.995438,2000,2523.564883
-29.848443,2000,2526.974665
-103.102854,900,2527.980254
-20.673259,2000,2531.254193
-65.386197,593,2533.085985
7.634098,2000,2536.322357
7.246401,2000,2539.465641
-29.065945,2000,2542.610804
-93.559721,128,2542.754667
-39.370506,2000,2545.891492
-34.497355,2000,2549.079132
-31.501763,2000,2552.306993
-30.742387,2000,2555.681447
-87.139738,193,2555.908722
-89.096199,210,2556.163588
-33.766763,2000,2559.577515
-34.563665,2000,2562.955202
-86.732251,167,2563.140094
-52.799873,626,2563.827329
-31.61767,2000,2567.195105
-63.334241,564,2567.819914
-86.303625,196,2569.187198
-30.592236,2000,2571.385731
-43.649004,2000,2574.656648
-52.168933,576,2576.328179
-17.109024,2000,2579.445089
-85.514553,171,2579.635236
-86.9326,197,2579.855272
-92.172428,145,2580.014671
-39.221027,2000,2583.292184
-116.549856,77,2583.373354
-28.616763,2000,2586.645589
-37.711558,2000,2589.87823
-27.524363,2000,2592.944654
5.318333,2000,2596.080909
-37.056136,2000,2599.229051
-86.046356,160,2599.402354
-101.636863,211,2599.624422
1.414759,2000,2602.845478
-93.631886,137,2602.98923
-27.634076,2000,2606.139188
-28.02496,2000,2609.281235
-86.278153,178,2609.475142
-86.966607,182,2609.67402
-65.407591,1196,2612.047586
-86.223447,175,2612.235886
-123.212398,139,2612.383943
-100.062726,134,2612.523385
-18.695145,2000,2615.767323
-94.368618,141,2615.915357
-31.915463,2000,2619.038311
-85.794182,157,2619.203204
-24.668519,2000,2622.509266
-86.403322,166,2622.692997
-116.123739,76,2622.777998
-39.099555,2000,2626.00582
-29.178748,2000,2629.407695
-33.015021,2000,2632.577651
-88.113137,179,2632.770928
-27.114251,2000,2636.195135
-33.326352,2000,2639.525747
-36.262704,2000,2642.959361
-96.586265,130,2643.111153
-19.430181,2000,2646.667942
-32.069908,2000,2650.353064
-42.474525,2000,2653.866378
-28.208172,2000,2657.385418
-5.74999,2000,2660.844838
-44.90058,2000,2664.388563
-36.394923,2000,2667.807784
-31.091596,2000,2671.389766
-38.0947,2000,2675.199478
-31.258693,2000,2679.662862
-35.514768,2000,2683.917619
-92.96006,134,2684.113071
-35.020615,2000,2688.457928
-41.159162,2000,2692.884726
-37.221833,2000,2696.169724
-35.059892,2000,2699.57344
-28.644248,2000,2702.901091
-40.418481,2000,2706.200989
-46.345788,2000,2709.487476
-40.715174,2000,2712.635601
-108.526932,101,2712.739372
-46.997856,2000,2715.846311
-41.693449,2000,2719.159593
-37.902462,2000,2722.344506
-40.589766,2000,2725.564375
-38.096058,2000,2728.719226
-32.457002,2000,2732.0512
-41.493073,2000,2735.18877
-106.942336,91,2735.284389
-107.392587,95,2735.38315
-109.760943,117,2735.5044
-21.554877,2000,2738.668217
-19.143327,2000,2742.073487
-16.223655,2000,2745.28672
-17.012557,2000,2748.362808
-44.153084,2000,2751.469826
-33.785884,2000,2754.834494
-40.254221,2000,2758.013604
-22.510254,2000,2761.200336
-97.927764,850,2762.060346
-88.620222,203,2762.286139
-31.286709,2000,2765.4651
-106.313974,84,2765.552323
-34.35165,2000,2768.589694
-94.618569,386,2769.004667
-24.798537,2000,2772.177472
-91.037274,313,2773.571713
-42.382256,2000,2775.579187
-108.215616,182,2776.893596
-96.920683,118,2777.033252
-28.821109,2000,2780.295542
-31.175648,2000,2783.389985
-28.748707,2000,2786.635883
-26.113648,2000,2789.888996
-35.493287,2000,2793.073313
-106.105272,95,2793.176913
-34.807781,2000,2796.402776
-32.525696,2000,2799.557195
-107.894958,905,2800.582547
-27.90551,2000,2803.988528
-15.785389,2000,2807.092076
-15.05234,2000,2810.369624
-16.480368,2000,2813.709335
-114.363792,147,2813.879567
-90.276487,303,2814.211557
-25.207428,2000,2817.526352
-100.336939,284,2817.843347
-57.926857,2000,2821.205886
-106.881744,72,2821.294575
-21.375909,2000,2824.539754
-96.569323,181,2824.736005
-36.44205,2000,2828.07106
-95.681975,215,2828.336596
-105.868545,51,2828.40688
-110.848419,78,2828.509139
-107.736187,71,2828.604267
-26.757356,2000,2831.725421
-90.552207,326,2833.159969
-50.215177,2000,2836.333801
-90.571633,261,2836.622033
-90.151803,313,2836.969587
-113.665663,77,2837.059853
-118.435214,1003,2838.146404
-52.693614,2000,2841.524519
-90.766287,262,2841.813082
-91.680596,289,2843.245674
-44.17357,2000,2846.493801
-132.058699,1505,2848.042237
-99.726575,182,2848.246916
-88.027976,263,2849.658985
-88.938312,279,2849.973285
-44.549033,2000,2853.297841
-38.772814,2000,2856.465297
-91.162882,312,2856.790004
-42.229705,2000,2859.950133
-90.51435,311,2860.286036
-77.732109,638,2860.972938
-30.892081,2000,2864.342023
-43.868046,2000,2867.499332
-27.885344,2000,2870.549147
-26.662452,2000,2873.903069
-92.076866,346,2874.279364
-27.383698,2000,2877.567749
-89.031324,293,2877.889646
-26.016083,2000,2881.040103
-34.709486,2000,2884.206053
-89.896432,283,2885.611738
-18.389615,2000,2887.824309
-37.605666,2000,2891.086005
-95.673476,158,2892.301792
-49.655987,2000,2895.524791
-31.666774,2000,2898.857121
-26.687498,2000,2900.919058
-29.551926,2000,2904.278761
-96.383973,190,2905.613065
-41.091225,2000,2908.708795
-125.162891,1963,2910.819791
-99.193149,124,2912.069995
-27.436514,2000,2915.375323
-49.434474,2000,2917.556034
-46.731814,2000,2920.744452
-29.73627,2000,2923.820376
-35.321488,2000,2927.060656
-17.541252,2000,2930.368116
-24.600005,2000,2933.541228
-60.19042,2000,2936.695747
-121.379662,128,2936.832488
-32.343469,2000,2939.997693
-120.763048,155,2940.161126
-25.715158,2000,2943.334474
-54.166771,2000,2946.405327
-104.386551,85,2946.494762
-48.44029,2000,2949.936492
-43.017204,2000,2953.043175
-38.044795,2000,2956.181734
-62.585645,2000,2959.573758
-27.889549,2000,2962.765282
-26.141989,2000,2966.066349
-116.50635,104,2966.187666
-102.725272,188,2966.390014
-96.923028,157,2967.614144
-100.070456,178,2967.798492
-97.789043,177,2967.978083
-44.202851,2000,2971.092214
-27.510855,2000,2974.417937
-97.146274,160,2974.595657
-97.252,168,2974.764136
-110.827076,77,2974.845054
-117.315519,113,2974.963226
-117.502316,126,2975.096182
-113.927258,100,2975.199581
-118.36642,120,2975.328064
-44.44255,2000,2978.442023
-110.687673,69,2978.516464
-106.48968,80,2978.602116
-27.154682,2000,2981.722809
-53.956858,2000,2984.847021
-29.614733,2000,2987.96566
-110.358158,87,2988.060629
-94.649968,203,2988.270602
-106.033918,906,2990.288496
-97.984171,288,2990.58073
-121.395877,159,2990.746258
-96.082918,150,2990.902756
-31.901719,2000,2994.166726
-107.708265,74,2994.244874
-95.65565,208,2994.46328
-120.058691,148,2994.617349
-31.044958,2000,2997.879765
-88.680141,299,2998.21236
-27.147978,2000,3001.361865
-95.382525,596,3003.146408
-29.970666,2000,3006.467098
-31.243424,2000,3008.64948
-108.210417,71,3009.801885
-51.989873,2000,3011.835337
-119.919083,113,3013.009866
-99.742107,123,3013.138822
-56.11452,2000,3016.226793
-100.24405,142,3016.371895
-28.955727,2000,3019.456062
-44.625612,2000,3022.753757
-51.294694,2000,3026.009664
-97.691445,146,3026.165867
-49.723108,2000,3029.313107
-42.219586,2000,3032.570175
-99.053007,204,3032.798723
-48.489675,2000,3036.053719
-53.004961,2000,3039.25053
-31.968316,2000,3042.303736
-29.743897,2000,3045.373628
-32.018451,2000,3048.47044
-30.035955,2000,3051.626336
-33.281686,2000,3054.939491
-32.143966,2000,3058.031843
-89.182088,263,3058.304978
-33.712802,2000,3061.532284
-33.164175,2000,3064.878951
-19.645911,2000,3068.291497
-54.414202,2000,3071.452731
-30.528125,2000,3074.626513
-44.313504,2000,3077.904857
-28.180562,2000,3079.909608
-26.877986,2000,3083.105109
-29.493308,2000,3086.173923
-25.432298,2000,3089.457116
-27.788086,2000,3092.737267
-29.041866,2000,3096.051276
-126.787044,222,3096.297065
-29.653763,2000,3099.404214
-27.215011,2000,3102.611611
-123.910823,161,3103.902575
-46.810816,2000,3105.918854
-26.909193,2000,3108.980127
-36.073562,2000,3112.060941
-34.188108,2000,3115.264533
-36.609623,2000,3118.372476
-27.901477,2000,3121.667668
-27.61358,2000,3125.023335
-32.437919,2000,3128.131486
-34.105152,2000,3131.383449
-118.284493,107,3131.505354
-100.462588,137,3131.662258
-28.167452,2000,3134.851213
-27.65948,2000,3137.978742
-27.326305,2000,3141.080764
-25.557057,2000,3144.186624
-27.634909,2000,3147.308728
