#{"t_start": 1655408526.9748297, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-114.334244,69,12168.246413
-11.017484,2000,12171.434527
-12.893617,2000,12174.573847
-8.805681,2000,12177.802995
-11.188254,2000,12180.887247
-14.479654,2000,12184.281342
-11.112383,2000,12187.438362
-12.225501,2000,12190.686281
-14.898731,2000,12193.877204
-13.272961,2000,12197.055204
-13.518491,2000,12200.255881
-16.390493,2000,12203.661301
-9.58343,2000,12206.857055
-13.634685,2000,12210.16381
-16.498435,2000,12213.412206
-11.18606,2000,12216.6535
-10.17746,2000,12219.867817
-12.612856,2000,12223.115147
-8.455612,2000,12226.186159
-8.611219,2000,12229.268455
-8.103279,2000,12232.346544
-11.50081,2000,12235.596268
-6.950345,2000,12238.724472
-6.751216,2000,12241.860376
-6.8995,2000,12245.082456
-10.815506,2000,12248.786057
-11.544473,2000,12252.484799
-9.350641,2000,12256.23155
-7.403945,2000,12259.740952
-10.373151,2000,12263.363992
-5.671802,2000,12266.973741
-9.719075,2000,12270.570166
-7.146248,2000,12274.396362
-8.415583,2000,12278.842752
-9.3593,2000,12283.307417
-10.246432,2000,12286.231786
-9.070901,2000,12290.741558
-9.417464,2000,12294.694737
-10.938388,2000,12298.017026
-10.508139,2000,12301.476895
-7.414096,2000,12304.760419
-8.273017,2000,12308.235146
-3.114965,2000,12311.521446
-2.802757,2000,12314.672835
-2.481638,2000,12317.813321
-6.770641,2000,12321.268861
-2.237551,2000,12324.557528
-4.758724,2000,12327.626313
-5.210081,2000,12330.867932
-4.591758,2000,12334.003611
-3.81782,2000,12337.190628
-12.489964,2000,12340.538804
-0.186585,2000,12343.893642
-0.497462,2000,12347.068741
-13.793357,2000,12350.339401
-14.205486,2000,12353.639304
0.620255,2000,12356.729536
-7.90311,2000,12359.874437
-8.371835,2000,12363.074829
0.23554,2000,12366.252491
-7.815847,2000,12369.51937
-7.113493,2000,12372.705134
-6.488704,2000,12375.938755
-6.393704,2000,12379.276143
-6.898492,2000,12382.58577
-0.301046,2000,12385.80933
-8.144329,2000,12389.042509
-5.400442,2000,12392.236189
-6.137492,2000,12395.440861
-7.722779,2000,12398.835493
-7.092748,2000,12402.042433
-7.602542,2000,12405.267342
-7.22563,2000,12408.488411
-7.275758,2000,12411.749652
-5.967097,2000,12415.029066
-5.402777,2000,12418.259334
-4.756458,2000,12421.598406
-4.881056,2000,12423.701717
-4.837772,2000,12426.927017
-1.762247,2000,12430.26668
-4.830355,2000,12433.48403
-5.348616,2000,12436.678531
-4.033396,2000,12439.944509
-4.005269,2000,12443.26745
-4.895447,2000,12446.499215
-3.639861,2000,12449.757581
-4.419662,2000,12453.091624
-4.25083,2000,12456.514692
-2.549554,2000,12459.953946
-1.599059,2000,12463.343679
-1.655472,2000,12466.589009
-3.717328,2000,12469.790294
1.536611,2000,12473.026778
-0.573126,2000,12476.314097
1.512182,2000,12479.406833
-1.966394,2000,12482.758702
-0.783118,2000,12486.00448
-0.751472,2000,12489.201534
-1.220653,2000,12492.294766
-5.089254,2000,12495.493559
-3.120013,2000,12498.935675
-1.925621,2000,12502.319465
-2.411489,2000,12505.48631
-1.219693,2000,12508.678819
-2.517942,2000,12511.903106
-1.980843,2000,12515.139923
-4.135589,2000,12518.409717
-2.150434,2000,12521.688944
-6.599664,2000,12524.88357
-2.023817,2000,12528.097936
-3.854775,2000,12531.452811
-6.974874,2000,12534.62499
-5.014689,2000,12537.797422
-2.334408,2000,12541.126498
-6.423344,2000,12544.357195
-6.867484,2000,12547.47604
-6.844061,2000,12550.600358
-1.520479,2000,12553.890719
-6.339831,2000,12557.033507
-1.541963,2000,12560.246703
-6.408202,2000,12562.41505
-2.459727,2000,12565.614191
-0.214096,2000,12568.704559
-3.119453,2000,12571.819598
-3.780984,2000,12575.125547
-3.10827,2000,12578.245051
-2.365516,2000,12581.488849
-1.514305,2000,12584.651309
-0.925052,2000,12587.80251
-2.049429,2000,12591.096532
-2.704476,2000,12594.391886
-2.089631,2000,12597.532735
-1.123482,2000,12600.705226
-1.948653,2000,12604.01112
-4.468705,2000,12607.410426
-4.680396,2000,12610.594171
-117.602329,95,12610.699881
-1.799626,2000,12613.961229
-3.435756,2000,12617.19778
-2.335572,2000,12620.464743
-2.594442,2000,12623.677392
-4.015964,2000,12626.915683
-2.976166,2000,12630.216396
-3.821563,2000,12633.462153
-2.851503,2000,12636.802918
-2.234001,2000,12640.126416
-1.953204,2000,12643.403196
-2.576007,2000,12646.558331
-0.693655,2000,12649.839331
-1.933835,2000,12653.101692
-2.934446,2000,12656.325177
-1.658334,2000,12659.385134
-0.05871,2000,12662.577695
-1.053657,2000,12665.804234
-0.988118,2000,12668.996094
-0.576354,2000,12672.272928
-0.994115,2000,12675.399679
-1.053253,2000,12678.48022
0.560329,2000,12681.70611
1.142018,2000,12685.014316
1.16748,2000,12688.299897
-0.156151,2000,12691.348861
-112.203762,58,12691.412216
1.035261,2000,12694.592217
1.304484,2000,12697.861526
0.964281,2000,12701.009085
-3.532836,2000,12704.123362
0.358856,2000,12707.265817
-116.8135,82,12707.358936
2.043869,2000,12710.474619
0.93847,2000,12713.658003
-4.495467,2000,12715.704766
0.270922,2000,12719.052728
1.031401,2000,12722.412025
-109.963096,46,12722.46721
0.52604,2000,12725.567829
-2.962601,2000,12728.657184
-5.387761,2000,12731.786358
-1.045461,2000,12734.856739
1.669421,2000,12738.196015
0.759546,2000,12741.526811
-6.607255,2000,12744.815574
1.703711,2000,12748.045277
1.343611,2000,12751.139589
-5.533369,2000,12754.275421
-1.913246,2000,12757.394901
0.298184,2000,12760.46629
2.165622,2000,12763.663542
0.841556,2000,12766.932006
1.598518,2000,12770.24625
-5.660598,2000,12773.506896
0.745297,2000,12776.58442
-5.13692,2000,12779.730102
1.318695,2000,12782.820742
4.834731,2000,12786.085809
-4.944832,2000,12789.353064
-1.957471,2000,12792.499477
-1.814937,2000,12795.673307
-118.122007,114,12795.798957
4.34318,2000,12798.97808
-117.564244,104,12799.096271
-1.808467,2000,12802.359086
2.009089,2000,12805.478316
4.585366,2000,12808.679211
-3.112069,2000,12811.900951
-7.502244,2000,12815.028584
-8.500309,2000,12818.203804
-5.820959,2000,12821.520951
-1.604145,2000,12824.855804
-0.994632,2000,12828.122961
-119.800368,186,12828.312414
0.995098,2000,12831.658767
0.681746,2000,12834.848472
-4.377071,2000,12838.142883
-2.726065,2000,12841.311102
-3.362863,2000,12844.591513
-1.679009,2000,12847.802628
-1.893556,2000,12851.009478
-2.078884,2000,12854.189393
-0.606818,2000,12857.287348
-1.137328,2000,12860.483194
-5.323035,2000,12863.828677
-3.521067,2000,12866.914821
-114.919254,66,12866.988247
-1.150557,2000,12870.138653
-1.475514,2000,12873.367364
-1.106268,2000,12876.528486
-1.815773,2000,12879.70671
-0.22228,2000,12882.896646
3.241061,2000,12884.999246
3.263328,2000,12888.207288
-2.891562,2000,12891.275977
-1.153369,2000,12894.433528
-0.209124,2000,12897.560637
2.548268,2000,12900.758789
-5.986165,2000,12904.009245
3.013719,2000,12907.282224
-0.7043,2000,12910.427232
-0.484952,2000,12913.575661
-3.037198,2000,12916.813079
1.51377,2000,12920.018056
-2.552962,2000,12923.432957
-1.576481,2000,12926.575747
-1.638576,2000,12929.645325
1.868428,2000,12932.856926
-0.724579,2000,12935.949366
-1.188847,2000,12939.066484
0.792315,2000,12942.302207
-8.065163,2000,12945.530947
-5.807667,2000,12948.772465
1.769476,2000,12952.021375
0.222173,2000,12955.236078
1.817834,2000,12958.536664
-3.559899,2000,12961.81564
1.55313,2000,12965.058741
-4.452089,2000,12968.210465
-1.939986,2000,12971.454186
1.48992,2000,12974.614547
0.15428,2000,12977.8453
1.629721,2000,12981.016509
3.160992,2000,12984.290427
-2.155542,2000,12987.369178
-1.307573,2000,12990.496371
-0.803931,2000,12993.681322
1.11457,2000,12996.905664
0.051517,2000,13000.109016
2.869546,2000,13003.241017
0.796938,2000,13006.452124
2.164082,2000,13009.548739
-116.569101,84,13009.644554
-117.724835,105,13009.75475
-1.290133,2000,13013.05814
-116.753564,84,13013.165894
3.655857,2000,13016.421647
1.033144,2000,13019.63011
-4.942874,2000,13022.905469
-2.913345,2000,13026.139635
-4.664506,2000,13029.340956
0.026825,2000,13032.528173
-7.453596,2000,13035.832936
-0.763972,2000,13038.006035
-0.961744,2000,13041.315056
-5.36048,2000,13044.567978
-0.548285,2000,13047.755141
-6.774813,2000,13050.908834
-6.995668,2000,13054.089303
-0.203472,2000,13057.197295
-7.209739,2000,13060.544267
-5.015793,2000,13063.903118
-4.645097,2000,13067.051943
-0.138552,2000,13070.162944
-2.974178,2000,13073.435777
1.076319,2000,13076.550591
-6.984478,2000,13079.688792
-4.465376,2000,13082.955561
-5.61671,2000,13086.155135
-1.621175,2000,13089.266671
-1.570875,2000,13092.414524
-1.80203,2000,13095.741967
-5.594168,2000,13098.888798
-3.792405,2000,13102.016539
-3.617737,2000,13105.282866
-5.708872,2000,13108.459309
-0.808846,2000,13111.603359
3.625828,2000,13114.743976
-117.577706,105,13114.85467
-5.834033,2000,13118.063
-14.62397,2000,13121.21329
-13.414857,2000,13124.309711
-6.938938,2000,13127.523384
-1.035947,2000,13130.803753
-114.976817,76,13130.892606
-0.02189,2000,13134.172374
-1.056264,2000,13137.370404
-6.940266,2000,13140.516829
-5.322731,2000,13143.845664
-8.041046,2000,13147.026907
-12.393129,2000,13150.157977
0.395966,2000,13153.389964
-5.73989,2000,13156.526545
-115.334855,81,13156.611905
-116.269509,88,13156.706931
-9.618063,2000,13159.81917
1.941368,2000,13163.074497
1.057133,2000,13166.30526
-5.993929,2000,13169.517446
-4.884777,2000,13172.726636
-9.130225,2000,13176.08626
-3.543169,2000,13179.397296
-2.497516,2000,13182.516037
-2.928998,2000,13185.703252
-6.723293,2000,13188.91591
-10.431844,2000,13192.17335
-8.81774,2000,13195.647506
-12.979754,2000,13197.845299
-9.491227,2000,13201.052351
-9.111325,2000,13204.378586
-0.874486,2000,13207.926119
-9.930874,2000,13211.561113
-9.5275,2000,13215.144284
-9.215436,2000,13218.730767
-8.799953,2000,13222.403316
-9.155136,2000,13225.963501
-120.696977,108,13226.095582
-96.598405,112,13226.232013
-119.12846,126,13226.394708
-96.220827,122,13227.78787
-96.204096,105,13227.923235
-95.570774,114,13228.069542
-95.667851,104,13228.200859
-95.806057,110,13228.337239
-96.418732,103,13228.468053
-14.907596,2000,13232.172244
-95.934099,101,13232.301739
-95.538645,106,13232.437683
-95.918736,123,13232.586124
-95.469818,112,13232.729124
-101.573559,120,13232.895909
-95.800792,99,13233.02067
-102.093154,111,13233.165257
-95.612681,103,13233.298595
-95.693283,116,13233.449712
-95.881372,101,13233.581708
-95.854468,101,13233.712575
-95.43887,109,13233.856932
-103.124924,152,13234.047208
-95.452305,112,13235.653044
-95.569104,103,13235.786339
-95.556901,103,13235.920104
-95.791987,100,13236.053546
-96.010576,103,13236.185445
-95.875511,101,13236.314764
-95.409994,102,13236.446615
-95.511291,99,13236.585953
-96.116359,104,13236.724321
-95.43873,98,13236.853067
-95.978628,101,13236.988866
-95.041676,94,13237.112782
-95.697273,100,13237.296665
-95.73992,102,13237.480084
-95.992591,103,13237.65813
-95.578472,106,13237.838921
-102.977482,124,13238.034435
-95.881574,102,13238.218615
-102.847646,127,13238.423253
-104.192677,159,13240.180583
-95.181848,95,13240.311941
-102.385243,112,13240.468773
-95.506512,101,13240.610888
-95.91128,97,13240.748556
-102.772164,131,13240.945804
-95.556471,97,13241.088756
-95.64342,101,13241.228396
-102.652234,116,13241.397077
-95.41351,100,13241.544475
-95.994283,99,13241.686474
-101.764176,107,13241.834154
-102.537124,120,13242.004968
-95.551423,101,13242.157003
-95.367985,102,13242.304765
-102.816838,128,13242.487128
-96.014399,100,13242.627965
-95.397704,102,13242.774401
-96.040192,99,13242.914201
-95.256715,99,13244.550003
-96.025155,101,13244.756841
-96.061479,100,13244.926574
-94.940723,99,13245.070242
-95.262563,98,13245.220584
-95.581758,100,13245.365731
-95.349748,101,13245.511647
-95.548412,98,13245.671201
-95.514802,99,13245.824702
-95.726618,102,13245.970916
-102.794639,115,13246.133718
-96.146252,101,13246.296585
-95.79537,99,13246.440406
-95.744286,101,13246.587513
-95.675925,98,13246.73082
-95.845135,102,13246.879302
-95.962338,98,13247.008494
-95.424299,100,13247.149884
-95.765469,99,13247.309376
-95.654398,98,13247.479952
-102.749382,111,13249.129878
-95.249581,107,13249.28043
-120.034874,91,13249.420218
-95.767095,116,13249.577357
-95.311437,104,13249.72965
-96.039978,157,13249.973031
-96.154389,112,13250.131758
-95.629158,107,13250.290811
-119.80654,115,13250.446877
-96.092531,116,13250.616179
-95.098543,108,13250.779051
-96.135987,115,13250.969406
-96.109148,107,13251.125262
-95.57762,113,13251.284802
-96.400916,116,13251.467924
-95.80172,108,13251.622944
-95.81064,115,13251.814459
-120.004272,102,13251.99772
-95.14058,125,13252.142029
-95.510385,110,13253.551281
-96.122893,108,13253.6801
-96.04452,109,13253.807897
-95.775962,110,13253.936693
-95.88535,112,13254.069268
-95.711274,115,13254.203118
-96.20734,111,13254.33357
-96.420379,111,13254.46946
-95.75908,111,13254.598688
-96.084555,109,13254.725094
-96.373223,112,13254.853625
-96.032963,109,13254.9766
-95.382634,113,13255.106449
-96.021516,107,13255.234159
-95.808539,111,13255.36
-95.481923,111,13255.479171
-95.841273,119,13255.609238
-95.904349,106,13255.73059
-95.783599,116,13256.937035
-95.689653,108,13257.054423
-95.960858,110,13257.172459
-98.877706,96,13257.275449
-102.363326,97,13257.379572
-95.778282,113,13257.501134
-96.029639,113,13257.621035
-102.282276,93,13257.718299
-95.989178,105,13257.833265
-118.515411,91,13257.932771
-94.181716,137,13258.07736
-95.832371,109,13258.194405
-95.782624,104,13258.308047
-95.736346,108,13258.424409
-95.651244,107,13258.537249
-95.963562,112,13258.65824
-96.161231,104,13258.76962
-95.319629,107,13258.886975
-101.820456,97,13258.992371
-95.939514,170,13260.261807
-96.403904,110,13260.386124
-96.010883,109,13260.508393
-96.481606,112,13260.638698
-97.520686,91,13260.742863
-95.409071,108,13260.86526
-95.94133,106,13260.977883
-95.703724,112,13261.099568
-95.830854,109,13261.221335
-95.705346,118,13261.346255
-95.863987,108,13261.462119
-95.346268,108,13261.579509
-95.995744,108,13261.696075
-95.854906,106,13261.810051
-95.667184,110,13261.929872
-95.643859,110,13262.048711
-95.321283,104,13262.161166
-95.470011,111,13262.280697
-95.960348,108,13262.408554
-102.532528,90,13263.672857
-96.072234,114,13263.807047
-95.630832,113,13263.936622
-96.203602,106,13264.065128
-102.269997,95,13264.175616
-95.996593,117,13264.314413
-101.831164,96,13264.4247
-96.009549,113,13264.556694
-96.260528,110,13264.689589
-95.793002,112,13264.821812
-96.023983,105,13264.941701
-96.421046,111,13265.071985
-96.245587,107,13265.198488
-95.981115,112,13265.329359
-95.387519,113,13265.463357
-95.696297,109,13265.591993
-96.032802,117,13265.72508
-96.267427,119,13265.861483
-95.969412,111,13267.046895
-96.4756,130,13267.186783
-96.064281,109,13267.303913
-96.147863,113,13267.424521
-95.171858,111,13267.543057
-96.030334,114,13267.665497
-95.893734,115,13267.790544
-96.01039,122,13267.920338
-96.01554,131,13268.057539
-95.690817,117,13268.18236
-95.732333,118,13268.307828
-95.971728,127,13268.449349
-96.190201,128,13268.588674
-95.988545,119,13268.710287
-96.541625,122,13268.838939
-96.606062,124,13268.969375
-95.607438,111,13269.086426
-95.447972,117,13269.209198
-96.385754,117,13270.393229
-95.453623,133,13270.534144
-96.367361,122,13270.666652
-95.83717,115,13270.790959
-95.892642,116,13270.913554
-9.625599,2000,13274.137178
-95.684344,111,13274.258413
-95.751254,127,13274.393281
-95.750266,135,13274.535915
-96.258883,113,13274.657831
-95.903495,154,13274.820764
-95.761581,110,13274.940898
-96.448815,122,13275.075236
-95.457141,110,13275.197623
-96.402745,111,13275.320269
-120.719663,149,13275.47862
-96.143544,123,13275.615076
-95.902219,110,13275.737299
-95.650831,131,13276.957673
-96.105805,117,13277.084087
-96.016523,116,13277.209246
-96.17902,117,13277.336373
-96.055849,129,13277.475164
-96.503925,120,13277.610476
-95.808909,131,13277.771328
-95.544382,125,13277.921069
-95.862645,116,13278.060266
-95.950209,112,13278.192159
-96.041043,110,13278.304258
-96.454334,120,13278.430726
-95.586944,109,13278.545618
-96.283591,127,13278.681197
-96.324109,111,13278.801291
-95.93441,107,13278.914025
-96.022663,110,13279.030158
-95.564989,111,13280.219597
-95.448509,118,13280.351808
-95.212423,110,13280.476469
-95.644675,117,13280.604972
-96.164135,122,13280.734867
-95.576355,129,13280.874476
-96.03303,119,13281.003248
-1.228475,2000,13284.362354
-7.835559,2000,13287.587562
-95.743658,118,13287.71363
-95.942565,132,13287.857059
-96.2508,117,13287.98176
-95.674228,121,13288.111991
-96.141824,132,13288.249942
-95.738301,111,13288.37154
-96.185438,149,13288.531126
-95.466534,112,13288.650625
-95.185163,121,13288.77984
-96.147099,122,13288.907819
-96.033283,114,13289.032585
-95.565277,113,13290.231408
-96.240815,135,13290.376185
-94.364958,163,13290.550646
-95.822761,131,13290.70065
-95.04676,202,13290.910596
-95.005065,189,13291.109458
-94.823347,135,13291.260382
-95.761586,122,13291.392095
-95.827546,144,13291.542337
-96.007828,145,13291.695693
-95.778482,113,13291.820415
-94.912978,123,13291.953144
-95.226074,121,13292.081466
-95.475828,128,13292.217222
-95.583717,113,13292.338812
-95.750604,134,13293.603061
-95.383783,160,13293.800282
-95.629915,133,13293.961544
-95.98814,185,13294.177408
-9.272476,2000,13297.611499
-12.394104,2000,13300.791571
0.383998,2000,13304.056032
-115.557119,168,13304.237679
-118.671761,285,13304.548162
-111.624298,148,13304.702071
-99.725627,280,13304.977813
-98.59804,177,13305.159812
-95.222468,192,13305.357968
-126.134127,165,13305.529829
-116.601453,133,13305.668458
-121.964391,214,13306.921873
-115.451251,157,13307.082566
-97.593225,169,13307.258709
-115.796415,196,13307.457394
-124.921034,168,13307.625526
-99.242302,182,13307.806612
-118.611999,206,13308.012309
-120.375153,274,13308.285951
-98.647986,206,13308.494172
-101.293312,204,13308.699421
-112.754743,172,13309.983838
-116.391958,204,13310.211428
-118.137312,191,13310.418615
-99.451914,196,13310.628569
-104.756019,118,13310.744169
-122.510844,225,13310.981984
-117.569357,146,13311.146827
-106.797882,189,13311.356201
-16.575572,2000,13314.746194
-98.841997,164,13314.927196
-115.377745,160,13315.09744
-113.889099,169,13315.274332
-13.884293,2000,13318.492246
-118.325206,131,13318.635067
-17.895083,2000,13321.814385
-105.049936,159,13321.974527
-116.448134,142,13323.173802
-15.363417,2000,13326.313685
-118.670175,152,13326.471534
1.66266,2000,13329.693402
-14.738655,2000,13332.99202
-117.742263,100,13333.095396
-113.210437,102,13333.20161
-103.198611,115,13333.318606
-116.228205,186,13333.521175
-120.48816,108,13333.640799
-112.764129,100,13333.754524
-15.565858,2000,13337.056665
-115.68975,109,13337.188421
-112.81645,98,13337.301632
-115.479994,95,13337.416146
-117.522474,225,13337.681087
-104.405917,143,13337.837804
-104.531936,152,13338.008403
-124.06943,112,13338.127185
-120.060848,159,13338.300778
2.232086,2000,13341.505276
-121.306516,104,13341.614305
-101.727933,149,13341.76911
-115.359499,118,13342.943986
-118.677302,134,13343.093749
-13.168873,2000,13346.471941
-9.64678,2000,13349.732667
-13.296716,2000,13353.005294
-113.284729,137,13353.149001
-16.815301,2000,13356.306221
-13.806177,2000,13359.566033
-107.518366,95,13359.676222
-13.968679,2000,13362.950565
-117.289926,139,13363.095018
-103.386839,125,13363.222661
-114.614162,139,13363.366248
-103.178824,188,13363.566198
-104.138447,200,13363.77804
-14.706359,2000,13367.078787
-103.73258,107,13367.189724
-114.006715,135,13367.324513
-103.907635,178,13367.50438
-100.588796,126,13367.633028
-114.884635,171,13367.808938
-115.344619,177,13367.991887
-106.219642,104,13368.096067
-114.567308,136,13369.295172
-113.062041,130,13369.429774
-108.853165,78,13369.509637
-104.965136,93,13369.605246
-105.62428,95,13369.703142
-1.160809,2000,13372.82985
-120.290055,148,13372.986285
-109.743159,200,13373.21729
-98.353851,134,13373.357611
-109.272258,82,13373.443994
-96.262529,151,13373.61031
-108.21144,93,13373.704411
-114.211375,130,13373.840208
-118.472457,269,13374.110849
-104.355055,112,13374.224815
-113.876578,156,13374.384706
-15.450863,2000,13377.623287
-104.39928,103,13377.740502
-109.641056,75,13377.827645
-102.312615,107,13379.062665
-15.339047,2000,13381.319722
-9.46413,2000,13384.612757
-15.426035,2000,13387.845405
-104.430671,155,13389.130092
-112.782362,117,13389.266714
-15.088138,2000,13392.524458
-103.502045,140,13392.672447
-14.854169,2000,13395.830169
-103.329585,118,13395.954171
-13.507455,2000,13399.139507
-101.504573,147,13399.304302
-106.815377,72,13399.391758
-108.623709,73,13399.475889
-102.544497,138,13399.635936
-10.092697,2000,13402.958342
-104.832387,83,13403.044785
-102.16018,129,13403.177026
-103.31173,129,13403.307932
-8.496913,2000,13406.471109
-105.430096,121,13406.593408
-102.943481,129,13406.725906
-101.948051,127,13406.858685
-114.382302,196,13407.081142
-14.937187,2000,13410.361383
-103.494039,119,13410.483958
-101.996716,132,13410.61507
-104.392252,118,13410.737378
-102.816878,143,13410.877995
-15.36884,2000,13414.000743
-9.903128,2000,13417.144788
-102.921125,112,13417.272163
-113.535772,214,13418.569665
-104.08512,121,13418.69258
-12.697258,2000,13421.911758
-105.29997,120,13422.054289
-98.605115,168,13422.247829
-100.674707,207,13422.480382
-15.683118,2000,13425.695786
-100.376801,132,13425.833392
-15.691104,2000,13429.037429
-104.299364,119,13429.161057
-107.764653,90,13429.254255
-15.163783,2000,13432.420137
-15.745131,2000,13435.63974
-122.0615,351,13436.045174
-103.269875,144,13436.204752
-111.88346,143,13436.376409
-114.001357,154,13436.551957
-120.26837,172,13436.740113
-114.756243,183,13436.935941
-11.288054,2000,13440.242148
-4.76632,2000,13443.390457
-103.773091,193,13444.641769
-101.315038,189,13444.835658
-113.850568,157,13445.004397
-101.905685,168,13445.177293
-15.333355,2000,13448.352455
-114.538224,134,13448.491675
-13.230141,2000,13451.673902
-15.098822,2000,13454.913738
-114.132952,179,13455.114066
-16.90589,2000,13458.511339
-122.178556,241,13458.756781
-118.013184,168,13458.927619
-114.940709,158,13459.087948
-114.901033,175,13459.27266
-5.138775,2000,13462.49605
-113.76349,155,13462.665086
-116.643237,142,13462.82444
-16.360027,2000,13466.130113
-120.86849,164,13466.307174
-105.434743,139,13466.457702
-14.20095,2000,13469.62148
-5.961796,2000,13472.840558
-107.226989,125,13472.96794
-102.444988,128,13474.17419
-106.780879,85,13474.263958
-121.188829,191,13474.458539
-104.439102,120,13474.58228
-107.542704,85,13474.671852
-115.068428,239,13474.913253
-105.580475,161,13475.073053
-6.894968,2000,13478.230089
-112.330495,152,13478.408008
-108.52618,130,13478.5583
-8.982497,2000,13481.753128
-99.130374,139,13481.900759
-108.792989,214,13482.129164
-105.463338,91,13482.236788
-102.762277,119,13482.367114
-103.727273,117,13482.494736
-5.740848,2000,13485.742581
-16.366486,2000,13489.157645
-113.993518,137,13489.318017
-117.835802,119,13489.44913
-118.867831,127,13490.636272
-12.112747,2000,13492.803861
-124.605795,129,13494.050258
-119.715145,125,13494.192735
-120.179544,131,13494.339546
-5.03819,2000,13497.554581
-119.854328,122,13497.680434
-112.963174,110,13497.794265
-112.362095,120,13497.916221
-113.45681,126,13498.045288
-109.416064,105,13498.15273
-114.60342,116,13498.272083
-118.974427,132,13498.405945
-16.920378,2000,13501.598125
-113.290763,176,13501.78206
-107.812396,121,13501.905825
-117.136375,194,13502.101728
-15.337426,2000,13505.329919
-117.872184,176,13505.520675
-118.055478,148,13505.688325
-116.861787,117,13505.819711
-113.963242,165,13507.124315
-120.485488,162,13507.303039
-102.572796,139,13507.452213
-119.401855,124,13507.591689
-118.442412,146,13507.741703
-112.450811,132,13507.874177
-111.850392,105,13507.983241
-116.858808,140,13508.127873
-117.478443,147,13508.279376
-117.347657,185,13508.465213
-114.991746,135,13508.603075
-114.933827,145,13508.752969
-101.340839,131,13508.882251
-11.166165,2000,13512.133746
-115.028791,122,13512.281083
-116.735815,108,13512.408575
-96.870669,154,13513.634296
-121.564089,140,13513.77932
-117.757125,152,13513.93483
-19.359154,2000,13517.043467
-119.725774,156,13517.205793
-105.331532,118,13517.325411
-16.017484,2000,13520.613022
-103.997023,112,13520.738242
-12.085256,2000,13524.103801
-107.226796,151,13524.256179
-24.217592,2000,13527.339102
-104.172073,106,13527.450474
-106.473678,100,13527.554539
-104.913058,107,13527.664707
-4.261064,2000,13530.903325
-117.105332,133,13531.046193
-119.520876,186,13531.247965
-103.773224,173,13531.43053
-13.506605,2000,13534.694829
-107.070402,171,13534.870829
-104.596739,172,13535.043872
-114.102327,129,13535.176862
-113.881401,173,13536.423509
-114.954628,147,13536.576622
-104.908246,207,13536.782458
-103.57757,144,13536.927661
-113.184796,116,13537.047736
-112.421185,107,13537.161242
-116.046608,152,13537.314908
-117.05604,140,13537.45955
-103.408274,152,13537.610662
-116.666614,165,13537.777407
-103.609792,141,13537.921225
-113.992722,144,13538.069765
-105.45689,150,13538.21682
-104.406535,120,13538.336341
-103.074364,113,13538.447915
-104.168965,113,13539.624766
-97.647461,153,13539.781417
-121.100211,163,13539.951268
-114.075074,135,13540.090797
-117.720251,146,13540.238739
-102.72074,122,13540.364578
-103.070701,198,13540.563343
-110.905096,132,13540.701762
-114.180441,166,13540.868449
-102.954223,149,13541.018991
-103.804128,125,13541.147362
-104.874604,114,13541.262265
-103.944143,115,13541.376288
-112.629853,126,13541.505729
-110.657884,156,13542.744333
-102.94362,118,13542.863313
-103.128114,160,13543.021206
-104.112929,141,13543.16283
-104.338966,130,13543.296656
-113.123604,188,13543.500424
-104.376514,188,13543.703818
-103.426202,128,13543.857086
-113.674519,140,13544.014021
-104.959532,167,13544.206442
-103.908306,134,13544.359994
-112.219545,121,13544.497827
-102.973665,115,13544.631088
-103.42372,166,13544.815967
-113.977547,160,13546.041491
-105.082461,162,13546.216836
-104.972585,146,13546.370193
-103.243814,155,13546.528015
-105.803083,133,13546.662357
-103.723821,165,13546.83116
-107.982217,250,13547.082081
-104.822424,145,13547.238704
-113.106361,115,13547.378901
-114.470234,136,13547.576733
-103.546316,116,13547.720379
-10.343707,2000,13550.945828
-105.488503,131,13551.074407
-103.592076,152,13551.227347
-116.560506,139,13551.369205
-93.452495,213,13552.649339
-103.771417,154,13552.808675
-120.507757,133,13552.943128
-114.774304,138,13553.10369
-113.149241,106,13553.218447
-114.433573,134,13553.355772
-113.336111,129,13553.490489
-104.53996,108,13553.601992
-102.781075,131,13553.737332
-115.535811,182,13553.92313
-94.361251,190,13554.114416
-12.742249,2000,13557.241725
-103.530462,113,13557.356167
-115.085722,124,13557.482549
-104.630153,180,13557.663706
-119.621659,125,13557.792443
-12.907358,2000,13561.027941
-115.905917,137,13562.291441
-9.932206,2000,13565.700542
-12.216797,2000,13567.869345
-108.236686,246,13569.274637
-119.552971,144,13569.432506
-103.923539,186,13569.641716
-13.076201,2000,13572.887679
-111.163638,120,13573.02032
-97.611365,188,13573.222929
-11.133266,2000,13576.456837
-115.003734,149,13576.610237
-12.3582,2000,13579.910265
-13.228346,2000,13583.275009
-116.081227,142,13583.421606
-97.49,174,13583.599139
-119.748069,280,13583.884242
-105.810794,119,13584.00812
-94.773151,177,13584.188238
-10.207664,2000,13587.374057
-100.443242,165,13587.539642
-113.827333,128,13587.678807
-12.200941,2000,13590.995265
-103.490139,128,13591.135981
-13.446513,2000,13594.253949
-95.923511,164,13595.532161
-112.690683,155,13595.703967
-102.769491,130,13595.849329
-13.296854,2000,13599.031045
-12.222405,2000,13602.212014
-105.032218,118,13602.341169
-111.255013,135,13602.48379
